"district","street_type","name"
"Московський","Вулиця","Варварівська"
"Червонозаводський","Вулиця","Василевської Ванди"
"Київський","Вулиця","Васильківського"
"Фрунзенський","Вулиця","Васнецова"
"Фрунзенський","Вулиця","Ватутіна"
"Жовтневий","Вулиця","Велика Гончарівська"
"Київський","Вулиця","Велика Данилівська"
"Орджонікідзевський","Вулиця","Велика Кільцева"
"Фрунзенський","Вулиця","Велозаводська"
"Ленінський","Вулиця","Вербна"
"Комінтернівський","Вулиця","Вербова"
"Московський","Вулиця","Верещагіна"
"Червонозаводський","Вулиця","Вернадського"
"Орджонікідзевський","Вулиця","Верстатна"
"Орджонікідзевський","Вулиця","Верстатобудівна"
"Ленінський","Вулиця","Верхнєудінська"
"Ленінський","Вулиця","Верхня Гиївська"
"Московський","Вулиця","Верхоянська"
"Дзержинський","Вулиця","Весела"
"Київський","Вулиця","Весніна"
"Червонозаводський","Вулиця","Вешенська"
"Фрунзенський","Вулиця","Виборна"
"Жовтневий","Вулиця","Виконкомівська"
"Ленінський","Вулиця","Виноградна"
"Фрунзенський","Вулиця","Виробнича"
"Фрунзенський","Вулиця","Високовольтна"
"Фрунзенський","Вулиця","Високогірна"
"Московський","Вулиця","Височиненка"
"Київський","Вулиця","Височинська"
"Комінтернівський","Вулиця","Вишнева"
"Фрунзенський","Вулиця","Відродження"
"Червонозаводський","Вулиця","Військова"
"Червонозаводський","Вулиця","Вільна"
"Київський","Вулиця","Віражна"
"Київський","Вулиця","Віринська"
"Ленінський","Вулиця","Вітебська"
"Червонозаводський","Вулиця","Владайська"
"Ленінський","Вулиця","Владивостоцька"
"Жовтневий","Вулиця","Власенко"
"Московський","Вулиця","Вовчанська"
"Фрунзенський","Вулиця","Водогінна"
"Комінтернівський","Вулиця","Войкова"
"Червонозаводський","Вулиця","Вокзальна"
"Комінтернівський","Вулиця","Волзька"
"Червонозаводський","Вулиця","Волинська"
"Київський","Вулиця","Вологодська"
"Жовтневий","Вулиця","Володарського"
"Жовтневий","Вулиця","Володимирська"
"Жовтневий","Вулиця","Воложанівська"
"Орджонікідзевський","Вулиця","Волочаївська"
"Ленінський","Провулок","Волошинський"
"Московський","Вулиця","Волховська"
"Київський","Вулиця","Воробйова"
"Київський","Вулиця","Воробйова"
"Московський","Вулиця","Воровського"
"Комінтернівський","Вулиця","Воронезька"
"Комінтернівський","Вулиця","Вороніхіна"
"Комінтернівський","Вулиця","Вороніхіна"
"Ленінський","Вулиця","Восьмого Березня"
"Київський","Вулиця","Вятська"
"Київський","Вулиця","Вятська"
"Київський","Вулиця","Гагаріна"
"Дзержинський","Вулиця","Галана"
"Київський","Вулиця","Галинська"
"Червонозаводський","Вулиця","Галушкинська"
"Червонозаводський","Вулиця","Гамарника"
"Червонозаводський","Вулиця","Ганни"
"Московський","Вулиця","Гарібальді"
"Київський","Вулиця","Гаркуші"
"Ленінський","Вулиця","Гарнізонна"
"Ленінський","Провулок","Гарнізонний"
"Київський","Вулиця","Гаршина"
"Київський","Вулиця","Гастелло"
"Київський","Вулиця","Гацева"
"Фрунзенський","Вулиця","Гвардійська"
"Фрунзенський","Провулок","Гвардійський"
"Жовтневий","Вулиця","Гвардійців-Залізничників"
"Київський","Вулиця","Гвардійців-Широнінців"
"Московський","Вулиця","Геничеська"
"Червонозаводський","Вулиця","Георгіївська"
"Київський","Вулиця","Герасимівська"
"Київський","Вулиця","Героїв Праці"
"Комінтернівський","Вулиця","Героїв Сталінграда"
"Жовтневий","Вулиця","Герцена"
"Ленінський","Вулиця","Гиївська"
"Ленінський","Вулиця","Гірська"
"Київський","Вулиця","Гіршмана"
"Київський","Вулиця","Глібівська"
"Жовтневий","Вулиця","Глінки"
"Київський","Вулиця","Гоголя"
"Фрунзенський","Вулиця","Головачова"
"Жовтневий","Вулиця","Голубівська"
"Ленінський","Вулиця","Гомельська"
"Комінтернівський","Вулиця","Гомоненка"
"Червонозаводський","Вулиця","Гордієнківська"
"Дзержинський","Вулиця","Горелівська"
"Московський","Вулиця","Горійська"
"Орджонікідзевський","Вулиця","Горлівська"
"Жовтневий","Вулиця","Горобинова"
"Дзержинський","Вулиця","Городовикова"
"Київський","Вулиця","Горянська"
"Жовтневий","Вулиця","Горького"
"Жовтневий","Вулиця","Гостинна"
"Жовтневий","Вулиця","Грайворонська"
"Ленінський","Вулиця","Гранітна"
"Жовтневий","Вулиця","Гребенюківська"
"Червонозаводський","Вулиця","Греківська"
"Жовтневий","Вулиця","Грибоєдова"
"Жовтневий","Вулиця","Григорівська"
"Київський","Вулиця","Гризодубова"
"Орджонікідзевський","Вулиця","Грицевця"
"Червонозаводський","Вулиця","Грозненська"
"Київський","Вулиця","Громадянська"
"Орджонікідзевський","Вулиця","Громової Уляни"
"Жовтневий","Вулиця","Грузинська"
"Орджонікідзевський","Вулиця","Губенка"
"Ленінський","Вулиця","Губкомівська"
"Київський","Вулиця","Гуданова"
"Жовтневий","Вулиця","Гуківська"
"Ленінський","Вулиця","Гумілевського"
"Орджонікідзевський","Вулиця","Гур'ївська"
"Червонозаводський","Вулиця","Гутянська"
"Комінтернівський","Вулиця","Гюґо"
"Ленінський","Вулиця","Дагестанська"
"Дзержинський","Вулиця","Данилевського"
"Орджонікідзевський","Вулиця","Дар'яльська"
"Київський","Вулиця","Дарвіна"
"Жовтневий","Вулиця","Даргомижського"
"Московський","Вулиця","Дарницька"
"Ленінський","Вулиця","Дацька"
"Жовтневий","Вулиця","Дачна"
"Червонозаводський","Вулиця","Двінська"
"Київський","Вулиця","Дворічна"
"Червонозаводський","Вулиця","Дебальцівська"
"Жовтневий","Вулиця","Декабристів"
"Фрунзенський","Вулиця","Делегатська"
"Київський","Вулиця","Дем'яна Бєдного"
"Київський","Вулиця","Демченка"
"Червонозаводський","Вулиця","Деповська"
"Орджонікідзевський","Вулиця","Депутатська"
"Дзержинський","Вулиця","Дербентська"
"Дзержинський","Вулиця","Дерев'янка"
"Комінтернівський","Вулиця","Державінська"
"Дзержинський","Вулиця","Деркачівська"
"Дзержинський","Вулиця","Джанкойська"
"Червонозаводський","Вулиця","Джерельна"
"Фрунзенський","Вулиця","Джерельна"
"Жовтневий","Вулиця","Джутова"
"Московський","Вулиця","Дибенка Павла"
"Комінтернівський","Вулиця","Дизельна"
"Червонозаводський","Вулиця","Диканівська"
"Дзержинський","Вулиця","Динамівська"
"Червонозаводський","Вулиця","Диспетчерська"
"Московський","Вулиця","Дідро"
"Ленінський","Вулиця","Дмитрівська"
"Фрунзенський","Вулиця","Дмітрія Донського"
"Комінтернівський","Вулиця","Дніпровська"
"Ленінський","Вулиця","Дніпропетровська"
"Орджонікідзевський","Вулиця","Дністровська"
"Ленінський","Вулиця","Добродецького"
"Жовтневий","Вулиця","Добролюбова"
"Комінтернівський","Вулиця","Доброхотова"
"Жовтневий","Вулиця","Доватора"
"Ленінський","Вулиця","Довгалівська"
"Орджонікідзевський","Вулиця","Довженка"
"Ленінський","Вулиця","Докучаєва"
"Червонозаводський","Вулиця","Донецька"
"Фрунзенський","Вулиця","Донецька"
"Київський","Вулиця","Донця-Захаржевського"
"Червонозаводський","Вулиця","Дорожна"
"Дзержинський","Вулиця","Дорошенківська"
"Фрунзенський","Вулиця","Достатку"
"Червонозаводський","Вулиця","Достоєвського"
"Орджонікідзевський","Вулиця","Другої П'ятирічки"
"Фрунзенський","Вулиця","Дружби"
"Київський","Вулиця","Дружби Народів"
"Київський","Вулиця","Дружня"
"Ленінський","Вулиця","Дубова"
"Червонозаводський","Вулиця","Дудківська"
"Київський","Вулиця","Дунаєвського"
"Фрунзенський","Вулиця","Дунайська"
"Московський","Вулиця","Ейдемана Роберта"
"Жовтневий","Вулиця","Електрична"
"Орджонікідзевський","Вулиця","Електровозна"
"Ленінський","Вулиця","Єлізарова"
"Фрунзенський","Вулиця","Єнакіївська"
"Орджонікідзевський","Вулиця","Єнісейська"
"Червонозаводський","Вулиця","Єрмаківська"
"Дзержинський","Вулиця","Єсеніна"
"Червонозаводський","Вулиця","Желєзноводська"
"Червонозаводський","Вулиця","Желєзнякова"
"Київський","Вулиця","Жилярді"
"Ленінський","Вулиця","Житня"
"Червонозаводський","Вулиця","Жихорська"
"Фрунзенський","Вулиця","Жмеринська"
"Червонозаводський","Вулиця","Жовтнева"
"Жовтневий","Вулиця","Жовтневої Революції"
"Дзержинський","Вулиця","Жовтої Троянди"
"Жовтневий","Вулиця","Жуковського"
"Жовтневий","Вулиця","Жутівська"
"Київський","Вулиця","З'єднана"
"Комінтернівський","Вулиця","Забайкальська"
"Дзержинський","Вулиця","Завода Комсомолець"
"Червонозаводський","Вулиця","Заводська"
"Московський","Вулиця","Загородня"
"Червонозаводський","Вулиця","Заливна"
"Ленінський","Вулиця","Залізнична"
"Ленінський","Вулиця","Залізнична"
"Дзержинський","Вулиця","Заліська"
"Ленінський","Вулиця","Залютинська"
"Комінтернівський","Вулиця","Заозерна"
"Червонозаводський","Вулиця","Західна"
"Дзержинський","Вулиця","Зачепилівська"
"Дзержинський","Вулиця","Зв'язку"
"Жовтневий","Вулиця","Звенигородська"
"Жовтневий","Вулиця","Звільнення"
"Московський","Вулиця","Здоров'я"
"Червонозаводський","Вулиця","Зелена"
"Червонозаводський","Вулиця","Зелений Гай"
"Київський","Вулиця","Зеленоградська"
"Орджонікідзевський","Вулиця","Зеленодільська"
"Червонозаводський","Вулиця","Зеленського"
"Ленінський","Вулиця","Земовська"
"Дзержинський","Вулиця","Зенітна"
"Комінтернівський","Вулиця","Зернова"
"Фрунзенський","Вулиця","Змагання"
"Червонозаводський","Вулиця","Зміївська"
"Комінтернівський","Вулиця","Знам'янська"
"Ленінський","Вулиця","Золочівська"
"Київський","Вулиця","Зоряна"
"Орджонікідзевський","Вулиця","Зубарєва"
"Орджонікідзевський","Вулиця","Івана Каркача"
"Дзержинський","Вулиця","Іванівська"
"Київський","Вулиця","Іванова"
"Ленінський","Вулиця","Іжевська"
"Ленінський","Вулиця","Ізмайлівська"
"Київський","Вулиця","Ізотова Микити"
"Московський","Вулиця","Ізюмська"
"Ленінський","Вулиця","Іллінська"
"Київський","Вулиця","Ілліча"
"Червонозаводський","Вулиця","Ільменська"
"Орджонікідзевський","Вулиця","Індустріальна"
"Ленінський","Вулиця","Ініціативна"
"Київський","Вулиця","Інтернатська"
"Червонозаводський","Вулиця","Інтернаціональна"
"Орджонікідзевський","Вулиця","Іртиська"
"Орджонікідзевський","Провулок","Іртиський"
"Київський","Вулиця","Ісаївська"
"Московський","Вулиця","Іскринська"
"Московський","Вулиця","Істомінська"
"Московський","Вулиця","Кабардинська"
"Дзержинський","Вулиця","Казахстанська"
"Дзержинський","Вулиця","Калинова"
"Жовтневий","Вулиця","Калініна"
"Фрунзенський","Вулиця","Калінінградська"
"Ленінський","Вулиця","Калузька"
"Ленінський","Вулиця","Кам'янець-Подільська"
"Московський","Вулиця","Камишева Івана"
"Жовтневий","Вулиця","Камська"
"Ленінський","Вулиця","Кандаурова"
"Фрунзенський","Вулиця","Капустянська"
"Дзержинський","Вулиця","Карагандинська"
"Київський","Вулиця","Каразіна"
"Жовтневий","Вулиця","Карамзіна"
"Червонозаводський","Вулиця","Карла Лібкнехта"
"Ленінський","Вулиця","Карла Маркса"
"Фрунзенський","Вулиця","Кармелюка"
"Фрунзенський","Вулиця","Карпатська"
"Жовтневий","Вулиця","Карпинського"
"Жовтневий","Вулиця","Карпівська"
"Червонозаводський","Вулиця","Карьєрна"
"Жовтневий","Вулиця","Катаєва"
"Фрунзенський","Вулиця","Каховська"
"Червонозаводський","Вулиця","Качанівська"
"Жовтневий","Вулиця","Каширська"
"Комінтернівський","Вулиця","Каштанова"
"Ленінський","Вулиця","Кашуби"
"Дзержинський","Вулиця","Квітки-Основ'яненка"
"Червонозаводський","Вулиця","Квіткинська"
"Фрунзенський","Вулиця","Квіткова"
"Київський","Вулиця","Квітуча"
"Фрунзенський","Вулиця","Кемеровська"
"Ленінський","Вулиця","Керамічна"
"Жовтневий","Вулиця","Керченська"
"Жовтневий","Вулиця","Кибальчича"
"Червонозаводський","Вулиця","Київська"
"Дзержинський","Вулиця","Кипарисова"
"Комінтернівський","Вулиця","Киргизька"
"Київський","Вулиця","Кисловодська"
"Жовтневий","Вулиця","Кисляк"
"Жовтневий","Вулиця","Китаєнка"
"Червонозаводський","Вулиця","Кіквідзе"
"Київський","Вулиця","Кільцева"
"Комінтернівський","Вулиця","Кірова"
"Київський","Вулиця","Кіровська"
"Ленінський","Вулиця","Клапцова"
"Дзержинський","Вулиця","Кленова"
"Дзержинський","Вулиця","Клинська"
"Дзержинський","Вулиця","Клочківська"
"Орджонікідзевський","Вулиця","Клочкова Василя"
"Фрунзенський","Вулиця","Клубна"
"Жовтневий","Вулиця","Ключова"
"Київський","Вулиця","Ковпака"
"Комінтернівський","Вулиця","Ковтуна"
"Орджонікідзевський","Вулиця","Кожедуба"
"Київський","Вулиця","Козакевича"
"Ленінський","Вулиця","Козлова"
"Жовтневий","Вулиця","Козюлінська"
"Жовтневий","Вулиця","Коксова"
"Ленінський","Вулиця","Кокчетавська"
"Жовтневий","Вулиця","Колгоспна"
"Дзержинський","Вулиця","Коломенська"
"Жовтневий","Вулиця","Колонна"
"Київський","Вулиця","Колосиста"
"Київський","Вулиця","Кольцовська"
"Київський","Вулиця","Командарма Корка"
"Жовтневий","Вулиця","Комбайнівська"
"Ленінський","Вулиця","Комишанська"
"Дзержинський","Вулиця","Комітетська"
"Червонозаводський","Вулиця","Комсомольська"
"Фрунзенський","Вулиця","Комуни"
"Червонозаводський","Вулиця","Кондукторська"
"Жовтневий","Вулиця","Конєва"
"Червонозаводський","Вулиця","Коновалова"
"Жовтневий","Вулиця","Конопляна"
"Жовтневий","Вулиця","Конотопська"
"Орджонікідзевський","Вулиця","Конструкторська"
"Червонозаводський","Вулиця","Кооперативна"
"Московський","Вулиця","Коперника"
"Київський","Вулиця","Копиленка"
"Київський","Вулиця","Короленка"
"Жовтневий","Вулиця","Коростельська"
"Київський","Вулиця","Коротченківська"
"Ленінський","Вулиця","Корсунська"
"Фрунзенський","Вулиця","Корчагінців"
"Дзержинський","Вулиця","Космічна"
"Дзержинський","Вулиця","Космонавтів"
"Комінтернівський","Вулиця","Костичева"
"Київський","Вулиця","Костомарівська"
"Ленінський","Вулиця","Костромська"
"Ленінський","Вулиця","Костянтинівська"
"Фрунзенський","Вулиця","Котельна"
"Дзержинський","Вулиця","Котельниківська"
"Орджонікідзевський","Вулиця","Котласька"
"Ленінський","Вулиця","Котлова"
"Жовтневий","Вулиця","Котляревського"
"Київський","Вулиця","Котовського"
"Фрунзенський","Вулиця","Кохання"
"Ленінський","Вулиця","Коцарська"
"Дзержинський","Вулиця","Коцюбинського"
"Червонозаводський","Вулиця","Кочубеївська"
"Фрунзенський","Вулиця","Кошевого"
"Комінтернівський","Вулиця","Кошкіна"
"Червонозаводський","Вулиця","Краматорська"
"Ленінський","Вулиця","Крамчанинівська"
"Київський","Вулиця","Красіна"
"Фрунзенський","Вулиця","Красна Поляна"
"Фрунзенський","Вулиця","Красноводська"
"Червонозаводський","Вулиця","Красноградська"
"Фрунзенський","Вулиця","Краснодарська"
"Жовтневий","Вулиця","Краснодонська"
"Фрунзенський","Вулиця","Краснопільська"
"Фрунзенський","Вулиця","Красноуральськая"
"Орджонікідзевський","Вулиця","Красноярська"
"Ленінський","Вулиця","Крейсера Аврора"
"Орджонікідзевський","Вулиця","Кременчуцька"
"Комінтернівський","Вулиця","Кремлівська"
"Дзержинський","Вулиця","Крива"
"Ленінський","Вулиця","Кривоконівська"
"Жовтневий","Вулиця","Кривомазова"
"Жовтневий","Вулиця","Криворізька"
"Жовтневий","Вулиця","Крилова"
"Дзержинський","Вулиця","Кримська"
"Київський","Вулиця","Кромська"
"Фрунзенський","Вулиця","Кронштадтська"
"Жовтневий","Вулиця","Кропивницького"
"Червонозаводський","Вулиця","Кругова"
"Московський","Вулиця","Крупської"
"Червонозаводський","Вулиця","Крюківська"
"Орджонікідзевський","Вулиця","Кубанська"
"Ленінський","Вулиця","Кубасова"
"Дзержинський","Вулиця","Кузнецька"
"Червонозаводський","Вулиця","Кузнечна"
"Московський","Вулиця","Куйбишева"
"Київський","Вулиця","Куліша"
"Дзержинський","Вулиця","Культури"
"Московський","Вулиця","Куп'янська"
"Жовтневий","Вулиця","Курахівська"
"Київський","Вулиця","Курбаса"
"Комінтернівський","Вулиця","Курилівська"
"Київський","Вулиця","Курська"
"Ленінський","Вулиця","Куряжанська"
"Комінтернівський","Вулиця","Кустанайська"
"Дзержинський","Вулиця","Кутова"
"Дзержинський","Вулиця","Кутузівська"
"Червонозаводський","Вулиця","Куусінська"
"Дзержинський","Вулиця","Кюї Цезаря"
"Київський","Вулиця","Лазо"
"Київський","Вулиця","Лазьківка-Лужок"
"Фрунзенський","Вулиця","Латвійська"
"Київський","Вулиця","Латиських Червоних Стрільців"
"Київський","Вулиця","Латишева"
"Московський","Вулиця","Лафарга"
"Дзержинський","Вулиця","Лебедєва Павла"
"Комінтернівський","Вулиця","Лебедєва-Кумача"
"Комінтернівський","Вулиця","Лебединська"
"Київський","Вулиця","Лейпунського"
"Червонозаводський","Вулиця","Лелюківська"
"Дзержинський","Вулиця","Леніна"
"Ленінський","Вулиця","Ленінградська"
"Червонозаводський","Вулиця","Ленінська"
"Червонозаводський","Вулиця","Ленкоранська"
"Київський","Вулиця","Лермонтовська"
"Московський","Вулиця","Лесі Українки"
"Червонозаводський","Вулиця","Лиманська"
"Київський","Вулиця","Липецька"
"Дзержинський","Вулиця","Липова"
"Жовтневий","Вулиця","Лиса"
"Червонозаводський","Вулиця","Лисаветинська"
"Жовтневий","Вулиця","Лисенка"
"Червонозаводський","Вулиця","Лисичанська"
"Жовтневий","Вулиця","Лінійна"
"Київський","Вулиця","Лісова"
"Ленінський","Вулиця","Лісова"
"Жовтневий","Вулиця","Лісозахісна"
"Київський","Вулиця","Лісопарківська"
"Червонозаводський","Вулиця","Літакова"
"Жовтневий","Вулиця","Лобачевського"
"Фрунзенський","Вулиця","Лодзька"
"Ленінський","Вулиця","Лозівська"
"Червонозаводський","Вулиця","Локомотивна"
"Жовтневий","Вулиця","Ломоносова"
"Дзержинський","Вулиця","Лопанська"
"Київський","Вулиця","Луганська"
"Фрунзенський","Вулиця","Лугівська"
"Червонозаводський","Вулиця","Лугопаркова"
"Орджонікідзевський","Вулиця","Луї Пастера"
"Ленінський","Вулиця","Лук'янівська"
"Жовтневий","Вулиця","Луначарського"
"Червонозаводський","Вулиця","Лучківська"
"Київський","Вулиця","Люсинська"
"Жовтневий","Вулиця","Лютівська"
"Дзержинський","Вулиця","Лялі Убийвовк"
"Дзержинський","Вулиця","Ляпунова"
"Червонозаводський","Вулиця","Льговська"
"Червонозаводський","Вулиця","Льговська"
"Московський","Вулиця","Магаданська"
"Ленінський","Вулиця","Магістральна"
"Ленінський","Вулиця","Магнітогорська"
"Фрунзенський","Вулиця","Майкопська"
"Дзержинський","Вулиця","Макаренка"
"Дзержинський","Вулиця","Макарівська"
"Червонозаводський","Вулиця","Макіївська"
"Жовтневий","Вулиця","Мала Гончарівська"
"Орджонікідзевський","Вулиця","Мала Кільцева"
"Ленінський","Вулиця","Мала Панасівська"
"Московський","Вулиця","Малинівська"
"Ленінський","Вулиця","Малиновського"
"Комінтернівський","Вулиця","Малишева"
"Дзержинський","Вулиця","Малоджанкойська"
"Червонозаводський","Вулиця","Малом'ясницька"
"Московський","Вулиця","Маломосковська"
"Орджонікідзевський","Вулиця","Манагарова"
"Жовтневий","Вулиця","Мар'їнська"
"Фрунзенський","Вулиця","Марка Вовчка"
"Київський","Вулиця","Марселя Кашена"
"Червонозаводський","Вулиця","Маршака"
"Київський","Вулиця","Маршала Бажанова"
"Московський","Вулиця","Маршала Батицького"
"Ленінський","Вулиця","Масивна"
"Комінтернівський","Вулиця","Матросова"
"Київський","Вулиця","Матюшенка"
"Орджонікідзевський","Вулиця","Мацієвича"
"Червонозаводський","Вулиця","Машиністів"
"Комінтернівський","Вулиця","Машинобудівна"
"Жовтневий","Вулиця","Маяковського"
"Дзержинський","Вулиця","Маяковського"
"Фрунзенський","Вулиця","Медична"
"Фрунзенський","Вулиця","Межлаука"
"Київський","Вулиця","Мельникова"
"Жовтневий","Вулиця","Менделєєва"
"Комінтернівський","Вулиця","Менжинського"
"Московський","Вулиця","Металіста"
"Київський","Вулиця","Металургічна"
"Київський","Вулиця","Метробудівників"
"Орджонікідзевський","Вулиця","Механізаторів"
"Московський","Вулиця","Механізаторська"
"Ленінський","Вулиця","Мещанінова"
"Червонозаводський","Вулиця","Микитенка"
"Жовтневий","Вулиця","Минайленка"
"Червонозаводський","Вулиця","Миргородська"
"Дзержинський","Вулиця","Мирна"
"Червонозаводський","Вулиця","Миролюбна"
"Київський","Вулиця","Мироносицька"
"Орджонікідзевський","Вулиця","Миру"
"Київський","Вулиця","Митрофанівська"
"Жовтневий","Вулиця","Михайлівська"
"Фрунзенський","Вулиця","Міжнародна"
"Київський","Вулиця","Міліціонера"
"Київський","Вулиця","Мінераловодська"
"Жовтневий","Вулиця","Мінеральна"
"Фрунзенський","Вулиця","Мініна"
"Дзержинський","Вулиця","Мінська"
"Дзержинський","Вулиця","Місцева"
"Київський","Вулиця","Міськрадівська"
"Ленінський","Вулиця","Мітингова"
"Червонозаводський","Вулиця","Мічуріна"
"Фрунзенський","Вулиця","Могилівська"
