"district","street_type","name"
"Ленінський","Вулиця","Скульптора Ізмалкова"
"Центральний","Вулиця","Сливова"
"Центральний","Вулиця","Слов'янська"
"Центральний","Провулок","Сніжний"
"Ленінський","Вулиця","Соколина"
"Ленінський","Вулиця","Солов'їна"
"Заводський","Вулиця","Сонячна"
"Корабельний","Вулиця","Соснова"
"Центральний","Вулиця","Сотий квартал"
"Центральний","Вулиця","Софіївська"
"Центральний","Вулиця","Спартака"
"Центральний","Вулиця","Спаська"
"Заводський","Вулиця","Спортивна"
"Центральний","Вулиця","Спортивна"
"Корабельний","Провулок","Спортивний"
"Центральний","Вулиця","Срібляста"
"Корабельний","Вулиця","Станіславського"
"Центральний","Провулок","Стапельний"
"Ленінський","Вулиця","Старофортечна"
"Центральний","Вулиця","Степна"
"Корабельний","Вулиця","Степова"
"Ленінський","Вулиця","Степова"
"Центральний","Вулиця","Суворова"
"Центральний","Провулок","Суворова"
"Заводський","Провулок","Суднобудівний"
"Центральний","Провулок","Судноскладальників"
"Корабельний","Провулок","Супутників"
"Ленінський","Вулиця","Східна"
"Центральний","Вулиця","Східна"
"Ленінський","Провулок","Східний"
"Корабельний","Вулиця","Таврійська"
"Корабельний","Провулок","Таврійський"
"Корабельний","Вулиця","Танкістів"
"Корабельний","Вулиця","Тарле"
"Корабельний","Вулиця","Тверська"
"Корабельний","Вулиця","Тельмана"
"Ленінський","Вулиця","Тепла"
"Корабельний","Провулок","Теплий"
"Центральний","Провулок","Тепличний"
"Центральний","Вулиця","Терасна"
"Заводський","Вулиця","Терасна"
"Корабельний","Вулиця","Терешкової"
"Центральний","Вулиця","Тернівська"
"Корабельний","Вулиця","Тернопільська"
"Корабельний","Провулок","Тернопільський"
"Центральний","Вулиця","Теслярська"
"Центральний","Вулиця","Тимірязєва"
"Центральний","Провулок","Тимірязєва"
"Центральний","Провулок","Тимошенка"
"Центральний","Вулиця","Тиха"
"Центральний","Провулок","Тихий"
"Корабельний","Вулиця","Тіниста"
"Корабельний","Вулиця","Толстого"
"Центральний","Вулиця","Тольятті"
"Центральний","Вулиця","Тополина"
"Центральний","Провулок","Топольний"
"Корабельний","Вулиця","Торгова"
"Корабельний","Провулок","Торговий"
"Центральний","Вулиця","Травнева"
"Центральний","Провулок","Травневий"
"Центральний","Провулок","Транспортний"
"Центральний","Вулиця","Трудова"
"Центральний","Вулиця","Турбінна"
"Корабельний","Вулиця","Тургенєва"
"Корабельний","Провулок","Тургенєва"
"Центральний","Вулиця","Туристів"
"Центральний","Провулок","Туристів"
"Центральний","Вулиця","Тухачевського"
"Корабельний","Вулиця","Ударна"
"Корабельний","Провулок","Ударний"
"Заводський","Вулиця","Українська"
"Центральний","Вулиця","Ульянових"
"Корабельний","Вулиця","Уральська"
"Центральний","Вулиця","Урицкого"
"Центральний","Вулиця","Урожайна"
"Центральний","Провулок","Урожайний"
"Центральний","Вулиця","Успішна"
"Заводський","Вулиця","Фалєєвська"
"Центральний","Вулиця","Фалєєвська"
"Центральний","Вулиця","Фермерська"
"Ленінський","Провулок","Фестивальний"
"Центральний","Провулок","Фінський"
"Центральний","Вулиця","Флотська"
"Центральний","Провулок","Флотський"
"Корабельний","Вулиця","Фонтанна"
"Корабельний","Провулок","Фонтанний"
"Корабельний","Вулиця","Фруктова"
"Корабельний","Провулок","Фруктовий"
"Заводський","Вулиця","Фрунзе"
"Центральний","Вулиця","Фурманова"
"Центральний","Вулиця","Хвойна"
"Корабельний","Провулок","Херсонський"
"Корабельний","Вулиця","Ходирєва"
"Центральний","Вулиця","Христо Ботєва"
"Центральний","Провулок","Художній"
"Центральний","Вулиця","Художня"
"Центральний","Провулок","Цегельний"
"Центральний","Вулиця","Цегляна"
"Центральний","Вулиця","Центральна"
"Корабельний","Вулиця","Центральна Садиба"
"Ленінський","Провулок","Центральний"
"Центральний","Провулок","Центральний"
"Центральний","Вулиця","Цілинна"
"Корабельний","Вулиця","Ціолковського"
"Корабельний","Провулок","Ціолковського"
"Ленінський","Вулиця","Чайковського"
"Ленінський","Провулок","Чайковського"
"Ленінський","Вулиця","Чапаєва"
"Ленінський","Провулок","Чапаєва"
"Центральний","Вулиця","Чекістів"
"Центральний","Провулок","Чекістів"
"Центральний","Провулок","Челюскінців"
"Центральний","Вулиця","Червона"
"Центральний","Провулок","Червоний"
"Заводський","Вулиця","Червоних Майовщиків"
"Корабельний","Вулиця","Червоних Слідопитів"
"Центральний","Провулок","Червоноармійський"
"Заводський","Вулиця","Червоногвардійська"
"Центральний","Вулиця","Червонодонська"
"Корабельний","Вулиця","Червоносільська"
"Заводський","Вулиця","Червонофлотська"
"Заводський","Провулок","Червонофлотський"
"Корабельний","Вулиця","Чернишевського"
"Корабельний","Провулок","Чернишевського"
"Корабельний","Вулиця","Чехова"
"Корабельний","Провулок","Чехова"
"Заводський","Вулиця","Чигрина"
"Ленінський","Вулиця","Чигрина"
"Центральний","Вулиця","Чигрина"
"Центральний","Вулиця","Чижова"
"Корабельний","Вулиця","Чичеріна"
"Заводський","Вулиця","Чкалова"
"Ленінський","Вулиця","Чкалова"
"Центральний","Вулиця","Чкалова"
"Заводський","Провулок","Чкалова"
"Центральний","Провулок","Чорноморський"
"Корабельний","Вулиця","Чубинського"
"Корабельний","Вулиця","Шверника"
"Корабельний","Вулиця","Шевченка"
"Ленінський","Провулок","Шевченка"
"Ленінський","Вулиця","Шефська"
"Ленінський","Провулок","Широкий"
"Центральний","Вулиця","Шкапіна"
"Центральний","Провулок","Шкапіна"
"Ленінський","Вулиця","Шкільна"
"Ленінський","Вулиця","Шляхова"
"Ленінський","Провулок","Шляховий"
"Ленінський","Вулиця","Шмідта"
"Корабельний","Провулок","Шосейний"
"Центральний","Вулиця","Щаслива"
"Центральний","Вулиця","Щорса"
"Центральний","Провулок","Щорса"
"Ленінський","Провулок","Ювілейний"
"Заводський","Вулиця","Юних Ленінців"
"Центральний","Провулок","Якірний"
"Корабельний","Вулиця","Янтарна"
"Корабельний","Провулок","Янтарний"
"Центральний","Вулиця","Ярославського"
"Заводський","Вулиця","Ясна Поляна"
"Ленінський","Провулок","Ясний"
